,calculate_psnr_3d,calculate_ssim_3d,loss,mae,val_calculate_psnr_3d,val_calculate_ssim_3d,val_loss,val_mae,learning_rate
0,3.6477930545806885,1.7997272152570076e-05,1680.66552734375,0.515013575553894,4.5714111328125,0.0002041301195276901,1437.9598388671875,0.5904542803764343,9.999999747378752e-05
